365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
676,746,279,736,230,546,434,773,134,184;390,921,338,177,888,553,972,385,325,108
79,762,533,200,299,65,689,176,527,591;385,421,62,961,591,643,238,343,446,902
790,265,52,373,674,8,717,372,991,430;989,569,916,597,273,907,280,558,788,271
613,780,399,246,708,434,626,746,545,862;464,263,940,198,514,714,743,179,73,37
311,299,596,739,952,642,42,695,799,235;72,490,110,152,950,164,752,595,337,678
115,971,978,65,408,592,939,473,466,654;890,111,645,83,52,614,346,665,346,774
9,556,912,567,631,542,883,330,237,76;607,886,346,35,717,305,80,588,278,6
326,362,158,41,602,294,406,207,618,686;674,142,614,648,988,779,838,938,678,978
737,858,264,759,74,4,376,557,653,527;145,575,119,925,151,814,208,323,897,511
99,942,473,634,691,138,622,401,187,6;371,105,94,360,673,546,712,850,615,16
700,261,84,512,812,522,136,719,777,730;398,573,725,928,791,838,188,439,311,661
765,377,242,873,349,247,497,806,860,226;223,785,264,271,504,22,199,736,613,581
747,292,328,699,513,812,394,128,54,783;992,490,413,439,392,777,921,210,764,827
568,334,268,937,342,608,697,560,146,824;97,302,472,1,388,557,162,708,277,266
816,833,171,60,856,86,36,501,354,203;657,155,789,434,479,759,457,582,749,660
18,803,466,32,724,878,986,442,70,878;428,609,467,18,437,134,516,747,174,644
975,735,696,62,687,541,458,9,148,579;8,264,995,723,1,933,463,373,457,522
768,434,283,993,997,819,696,930,231,483;837,560,597,199,764,535,516,550,521,600
811,678,593,707,591,656,517,666,337,730;62,816,833,156,428,254,556,337,386,965
444,975,557,689,480,813,966,597,480,665;186,198,975,47,636,12,815,278,904,224
786,371,566,495,110,45,261,870,654,719;832,955,862,910,351,786,732,898,431,406
582,237,261,396,448,260,934,224,857,809;544,876,139,263,558,142,280,500,936,843
151,715,188,229,244,189,215,618,963,184;85,151,867,886,995,805,36,901,142,572
76,32,383,975,829,184,534,879,163,609;359,636,161,916,420,98,732,468,702,508
473,242,589,887,914,214,440,105,595,188;13,835,425,319,541,694,307,371,808,429
213,594,426,23,491,136,420,981,826,778;683,709,216,204,670,542,322,627,437,806
618,449,888,135,49,172,438,519,696,454;419,372,977,151,600,459,982,422,881,284
954,169,657,794,629,873,43,741,220,386;449,524,65,874,460,860,890,368,895,576
393,567,178,720,438,684,658,233,260,641;409,463,405,221,454,832,70,897,904,668
505,183,511,24,8,528,565,145,810,553;486,148,488,774,124,479,262,248,470,320
954,762,738,603,880,708,975,367,177,917;100,143,789,257,510,698,293,807,62,343
917,453,151,768,603,560,756,243,376,120;162,918,77,192,816,439,400,844,10,313
191,907,296,625,814,899,707,158,918,753;36,746,499,95,93,452,229,670,298,765
278,965,808,146,303,3,517,39,591,698;232,636,806,482,65,315,694,99,350,580
284,731,590,210,236,443,696,206,757,557;824,993,980,952,367,395,742,103,230,500
874,235,189,275,286,584,255,923,755,289;112,656,453,376,188,561,572,585,775,54
963,223,948,132,411,665,607,492,667,676;296,252,55,496,738,359,490,705,396,221
367,599,622,384,443,945,268,799,213,204;335,955,788,447,758,524,858,640,931,374
509,237,893,629,482,931,2,801,394,265;136,863,456,400,751,991,344,972,619,220
172,661,800,765,25,99,169,215,342,886;557,528,147,547,430,149,829,378,934,261
505,849,824,653,72,974,264,283,938,487;937,226,934,620,873,220,258,967,490,836
847,88,982,512,6,189,460,598,229,844;400,338,944,984,33,614,64,81,472,895
233,318,300,158,148,332,487,570,852,307;223,352,832,830,812,509,195,317,831,263
925,485,296,368,968,612,240,667,840,791;43,843,813,681,161,360,156,230,669,718
123,925,891,750,962,418,759,551,57,635;896,18,291,455,126,614,711,558,611,481
15,799,374,266,778,505,31,788,383,511;679,540,47,373,453,78,469,837,463,181
365,791,581,532,839,533,875,845,846,639;391,952,421,362,202,246,584,649,19,718
604,195,231,778,845,772,829,33,476,29;503,30,781,117,552,31,567,577,952,628
499,298,721,218,46,405,177,550,569,384;236,113,394,83,960,738,596,206,229,419
457,987,149,491,661,282,701,661,411,482;163,392,218,752,687,982,557,94,869,464
152,924,885,764,467,106,727,609,383,181;442,716,554,549,866,355,910,826,834,999
922,401,215,719,380,369,615,269,511,411;913,239,976,860,848,327,307,763,519,891
954,942,455,498,660,974,710,806,739,254;148,939,391,96,842,512,494,625,813,186
930,368,779,732,70,354,133,668,703,880;548,176,525,93,595,614,362,43,701,163
328,632,58,867,802,547,338,80,413,406;116,49,64,705,798,562,498,583,647,358
831,640,398,690,811,828,545,923,510,488;572,569,2,603,139,169,510,112,758,421
360,969,627,760,704,572,72,390,728,638;509,895,944,493,793,430,587,738,643,226
75,457,866,612,207,887,804,253,598,369;455,791,421,665,420,410,6,54,262,937
27,247,897,95,231,8,493,574,529,456;234,577,767,134,403,443,577,563,359,285
366,121,60,740,442,194,70,960,910,240;466,366,964,622,939,693,497,177,535,468
725,683,53,622,189,314,870,34,488,687;184,527,894,46,732,885,658,827,824,538
623,879,699,1,21,623,546,906,625,421;3,614,620,403,349,248,558,115,973,572
799,932,785,892,862,381,161,370,950,503;457,161,595,872,979,592,540,452,903,526
38,682,596,804,680,634,542,154,892,520;113,30,565,901,852,8,279,717,418,4
823,642,584,83,950,421,283,517,992,617;740,400,935,79,821,660,38,272,428,922
654,803,239,233,167,116,988,39,74,42;164,763,434,543,31,634,357,209,489,531
420,408,44,558,176,518,70,926,686,334;235,540,249,631,955,155,446,855,436,302
242,559,569,509,188,563,850,798,49,112;80,59,221,564,221,470,545,920,264,621
241,386,668,164,711,382,386,587,686,338;89,270,826,449,315,85,767,11,378,809
246,728,610,256,346,804,976,337,925,642;958,187,268,555,599,46,339,7,903,523
277,454,408,728,969,776,74,226,800,446;45,134,78,713,131,722,290,766,983,495
255,818,847,732,840,339,720,363,141,727;633,648,181,151,971,309,294,501,963,814
191,867,902,964,426,56,839,362,992,499;444,898,264,181,951,75,8,814,714,656
762,451,911,385,28,189,142,204,690,467;780,272,741,11,616,727,460,79,799,3
507,2,221,896,627,314,125,469,940,220;952,952,152,500,776,916,797,985,63,936
956,380,949,728,542,686,914,797,491,653;932,380,553,142,809,868,600,307,458,850
274,543,868,159,545,627,287,620,774,891;518,524,155,521,128,752,377,908,118,680
166,512,941,514,990,316,23,997,828,246;367,431,652,476,891,299,206,531,361,437
342,861,222,261,284,947,395,863,640,662;481,552,286,442,403,518,639,381,449,86
935,178,762,326,118,673,644,886,229,94;906,605,583,562,604,721,4,940,446,450
181,580,642,93,250,90,295,632,869,204;731,484,133,402,599,323,165,134,640,140
915,453,290,591,775,653,668,15,185,47;102,887,907,517,49,797,219,551,620,509
811,321,489,333,350,124,436,57,334,404;504,185,369,874,487,19,123,284,171,879
36,178,231,957,135,648,998,482,262,727;469,320,396,554,247,118,366,229,411,845
294,118,454,399,591,968,104,42,38,756;769,699,915,871,785,956,570,450,251,864
196,44,521,254,949,393,481,134,421,429;494,147,369,51,854,812,90,673,93,763
300,57,823,752,478,616,196,399,718,344;366,47,852,856,785,815,135,928,160,42
537,110,692,700,94,767,788,222,451,754;538,542,730,849,366,715,75,318,555,308
396,345,173,601,262,82,103,243,109,475;484,520,200,543,727,979,72,358,281,196
237,425,320,118,81,2,127,223,47,149;496,595,508,596,77,299,247,599,950,434
203,555,155,914,676,332,257,272,174,365;454,644,915,67,650,158,589,253,195,99
455,954,430,997,800,701,140,634,402,265;980,146,954,514,970,117,980,204,756,520
402,611,837,167,468,7,476,603,439,215;311,861,486,496,377,112,811,919,673,653
689,589,898,236,523,653,887,831,805,46;652,847,277,754,512,947,850,615,929,843
814,334,900,809,107,553,605,876,563,892;688,684,826,349,900,892,579,400,847,618
384,692,633,581,307,717,47,12,388,904;951,165,943,309,24,172,770,821,367,279
106,105,459,416,348,292,33,390,285,803;434,226,124,485,364,804,928,14,348,940
241,46,117,806,239,347,997,827,874,985;44,55,336,768,406,766,525,249,642,979
45,441,648,183,311,340,51,205,655,907;847,790,426,884,130,539,218,959,243,111
26,955,260,993,746,306,551,904,1,544;984,275,930,58,217,559,100,815,87,914
83,971,410,396,721,201,882,703,186,57;63,992,725,688,622,797,211,60,341,881
318,47,695,958,856,8,248,168,218,369;283,213,784,136,900,32,961,630,726,736
327,220,55,730,116,326,511,251,716,509;741,348,176,830,302,846,946,306,934,932
986,270,337,746,563,32,79,490,512,225;497,232,112,179,6,153,91,136,844,174
368,433,180,390,932,356,26,311,674,527;443,166,584,538,509,791,304,926,907,835
43,256,624,167,478,644,578,57,775,330;451,796,802,597,495,653,432,745,818,764
705,931,442,190,738,600,684,149,535,858;908,390,424,732,399,594,499,478,567,137
406,646,510,963,159,88,959,411,285,578;795,961,875,805,945,366,546,8,106,650
992,359,362,926,741,595,734,871,116,729;915,138,273,688,297,293,412,309,264,595
565,574,266,156,352,591,447,633,786,992;752,375,822,461,415,21,964,306,430,588
763,530,434,258,352,719,509,200,653,100;962,362,609,911,317,314,325,833,721,706
913,219,286,156,782,787,321,605,387,375;511,636,673,322,745,430,142,76,438,613
47,455,971,630,897,63,161,276,710,712;725,560,822,400,919,216,831,335,617,920
154,433,316,173,784,693,991,525,534,708;83,100,544,204,286,383,407,790,158,346
292,336,597,121,346,767,918,110,88,967;742,639,216,836,346,553,781,130,723,132
285,425,681,21,798,701,85,394,339,790;942,990,349,307,89,872,241,427,29,738
619,532,623,572,782,935,649,146,999,216;493,815,388,538,857,331,127,172,285,940
751,457,156,228,537,619,397,431,590,196;747,243,182,158,659,28,189,125,134,348
954,613,742,27,5,730,579,401,616,609;212,524,205,205,55,745,384,838,2,573
27,689,761,859,973,896,431,483,109,249;693,353,700,849,222,446,930,804,298,924
273,332,561,762,449,490,986,257,930,690;957,379,552,706,706,260,383,766,420,544
740,874,424,586,954,595,918,482,42,559;161,363,624,415,612,894,601,379,311,201
942,458,406,203,802,84,467,681,736,623;241,505,666,80,438,357,708,553,892,923
814,785,455,87,294,818,990,671,477,853;365,933,503,16,414,855,745,4,58,84
350,724,705,395,423,346,800,581,906,685;471,969,617,946,989,859,190,955,611,573
489,563,114,546,972,703,153,162,569,191;314,363,839,351,841,2,457,853,16,193
914,26,545,748,224,605,776,205,108,816;937,94,854,678,506,401,415,475,364,88
933,845,642,629,525,929,367,810,609,411;168,114,133,956,522,72,44,148,715,318
942,509,702,958,978,343,453,238,553,864;125,952,948,133,35,578,620,945,405,463
457,854,751,374,643,56,460,788,208,501;294,110,660,739,287,794,966,725,250,44
409,551,673,773,93,25,35,812,597,947;803,988,375,621,539,802,177,609,424,14
640,810,192,424,450,119,456,723,996,733;187,874,226,271,686,878,346,293,449,950
280,966,385,525,291,342,703,422,60,293;672,815,618,400,875,619,775,777,143,288
851,147,440,448,899,896,370,349,153,139;278,922,591,889,831,351,773,522,560,447
298,243,987,872,850,552,134,715,112,44;60,710,589,622,516,575,924,302,825,282
141,103,392,263,493,304,831,533,984,93;752,783,137,273,192,9,854,39,311,95
235,887,864,191,24,160,528,486,821,433;323,960,618,285,436,886,407,980,300,567
316,304,800,560,804,149,990,83,170,39;731,378,53,79,334,255,880,198,787,926
235,134,672,378,480,696,422,170,58,610;466,27,905,678,617,430,464,625,566,733
379,798,946,365,861,462,781,309,98,507;345,702,23,420,225,596,356,790,1,110
321,217,889,736,466,628,466,40,436,299;165,477,892,239,727,827,43,524,12,287
405,382,655,464,904,259,664,959,717,182;997,993,69,985,96,268,435,449,234,531
573,47,156,403,338,798,474,888,465,860;426,375,541,716,219,751,81,732,312,68
157,451,635,159,796,93,738,271,797,542;967,344,187,376,671,335,593,228,937,123
997,42,28,981,828,550,268,268,367,593;224,786,824,832,554,593,993,956,809,862
622,365,837,673,56,28,55,726,894,233;353,10,129,885,822,897,907,377,109,224
844,144,364,265,719,1,827,1,312,886;95,501,148,401,333,656,505,161,363,362
36,93,817,254,399,951,812,719,339,341;320,528,762,161,867,686,313,76,404,898
34,222,888,660,664,980,340,328,840,517;416,131,673,380,861,15,687,965,196,447
496,645,397,601,38,242,859,949,177,61;244,653,43,235,302,720,807,786,901,646
693,79,74,21,891,848,941,775,765,282;117,749,330,918,466,16,349,278,16,605
628,425,224,933,656,982,594,823,750,229;929,454,947,83,141,483,735,597,489,232
789,72,280,470,490,87,111,996,358,895;589,733,765,363,870,901,840,783,1000,611
7,985,285,671,484,893,983,538,139,31;786,1,872,510,252,728,508,836,165,848
855,78,363,385,836,15,242,183,401,322;891,448,437,281,720,879,130,239,946,516
880,495,843,663,733,982,12,132,475,959;966,109,930,503,569,987,954,692,363,768
198,373,490,502,955,57,486,730,817,391;314,99,187,701,291,455,430,629,403,440
373,578,962,504,962,795,605,708,672,770;138,98,688,397,838,884,790,766,197,940
165,415,192,828,101,577,498,576,494,253;114,259,113,163,486,599,662,991,634,259
885,819,163,401,821,120,823,124,939,571;858,779,428,841,36,711,806,388,66,423
423,577,877,804,950,603,208,407,349,387;504,579,820,20,786,246,908,553,557,655
218,377,437,830,933,122,207,836,295,86;86,72,900,97,708,182,268,233,726,140
904,505,258,98,674,542,923,282,991,149;999,711,170,924,75,159,887,470,883,1
380,452,425,114,202,981,456,151,606,746;733,201,989,674,951,903,109,31,890,790
745,438,375,736,17,914,193,585,526,371;447,103,500,639,546,375,24,366,79,355
867,126,267,15,555,569,859,74,430,381;609,265,225,49,375,650,870,897,361,533
501,556,503,685,235,79,919,96,374,596;900,122,553,221,620,765,272,757,108,577
787,7,303,532,908,938,555,56,586,173;642,637,826,716,511,585,14,444,722,606
223,75,878,435,971,158,35,507,512,177;993,62,108,81,409,250,224,138,953,180
813,782,616,532,285,219,872,431,770,383;292,217,397,818,435,898,779,459,412,171
810,185,54,747,849,966,619,417,72,95;502,827,903,871,4,909,516,717,124,889
573,163,196,975,982,236,477,189,261,220;115,744,601,936,306,383,229,88,648,504
124,724,535,422,205,212,625,66,868,313;977,39,857,558,945,798,249,35,272,87
524,497,910,215,38,551,492,821,596,791;678,727,900,327,448,396,35,2,904,840
686,218,170,476,230,597,83,852,272,212;416,374,29,341,780,438,615,765,525,662
182,820,688,640,299,756,520,643,189,164;942,827,114,198,536,43,796,707,954,703
968,379,871,638,240,880,384,823,867,679;533,146,34,872,966,970,289,990,253,366
322,924,470,297,951,722,537,122,229,531;768,846,578,575,434,342,157,787,865,35
180,737,970,606,553,867,961,265,410,31;873,212,703,928,438,619,957,829,255,928
867,440,581,539,508,62,431,460,872,983;695,830,698,10,439,943,758,455,702,369
274,335,995,984,252,185,998,247,749,143;706,37,808,624,584,336,84,250,520,983
141,235,69,395,257,927,742,821,237,193;929,153,908,816,535,24,221,43,193,951
439,848,681,825,10,19,336,657,974,248;65,151,578,204,612,968,173,776,508,627
795,838,891,334,498,726,975,504,786,503;271,561,308,269,598,303,313,93,565,16
54,822,363,898,794,352,287,82,378,820;237,821,94,276,756,81,279,680,290,708
347,808,530,951,104,784,476,793,225,182;409,473,610,503,581,962,448,875,488,502
134,490,111,465,50,370,840,734,691,373;27,822,372,683,858,337,583,84,272,684
201,114,428,511,961,51,906,395,704,83;317,644,209,295,17,349,175,224,603,111
779,280,135,88,425,867,408,416,196,841;558,1000,737,295,636,931,49,336,956,517
787,135,974,645,349,253,19,231,487,832;371,76,81,170,550,454,959,747,998,632
87,386,960,315,275,656,32,198,909,981;255,828,227,96,234,448,137,107,399,742
771,233,3,774,287,972,418,153,767,816;660,306,857,982,663,267,257,498,263,515
624,523,992,607,911,961,80,600,705,6;122,474,367,578,265,836,957,91,848,693
23,921,861,542,67,556,605,53,466,111;198,471,494,888,423,166,37,412,827,373
597,747,251,541,624,453,745,872,612,995;559,494,48,349,892,657,160,816,262,210
160,418,968,338,889,129,526,244,705,323;198,527,941,558,512,862,56,27,714,561
992,770,281,442,396,473,86,201,886,569;164,468,895,687,894,110,681,587,540,867
498,404,940,864,847,767,863,150,364,408;258,596,93,309,812,172,407,538,178,736
954,915,613,200,139,9,472,925,708,40;172,516,991,211,862,481,605,351,997,610
485,506,902,566,762,903,698,362,246,605;848,274,322,708,900,806,487,997,562,392
92,626,478,833,326,579,603,538,336,710;207,117,290,799,714,541,234,672,536,627
689,534,765,549,943,552,87,199,715,217;989,164,114,84,408,651,690,88,214,184
976,656,179,551,689,693,875,280,1000,670;371,853,541,293,434,971,857,45,880,686
768,25,156,550,395,715,816,449,318,662;818,644,765,62,321,605,326,509,984,479
833,261,191,111,157,206,742,186,981,18;143,379,554,785,803,630,485,230,121,632
755,952,830,818,541,117,153,900,546,605;442,894,617,141,392,837,38,725,39,149
158,155,873,383,160,287,733,562,963,575;321,265,354,203,617,885,500,447,814,144
610,47,68,932,291,344,142,488,815,512;815,452,678,596,812,10,712,4,233,53
620,565,504,912,547,904,203,807,14,891;431,850,158,921,284,112,236,983,640,747
907,348,853,553,748,301,52,613,178,357;689,703,666,933,213,895,568,105,412,364
96,913,337,557,247,451,1000,508,662,444;582,904,918,175,213,765,563,341,374,866
870,385,7,200,795,944,275,670,433,662;324,671,732,312,526,729,224,964,848,710
796,472,729,755,511,332,948,898,279,590;151,631,437,859,39,668,498,443,787,136
348,791,149,178,373,399,730,713,114,455;276,931,823,748,59,734,953,796,592,254
471,392,242,119,40,856,155,14,886,264;815,290,247,895,917,815,813,630,673,22
755,241,968,590,762,852,888,40,203,339;508,492,378,549,978,444,436,188,893,684
790,5,355,953,69,66,533,76,632,547;898,593,732,601,86,138,864,508,450,39
742,469,259,693,404,74,466,380,355,673;2,47,73,426,241,710,558,848,393,72
397,832,764,160,556,807,696,855,811,680;80,671,622,611,794,619,958,98,777,40
492,69,121,830,290,658,1000,951,454,542;462,400,546,474,915,312,104,637,655,680
227,342,488,174,864,400,10,266,592,509;29,386,851,884,393,320,550,998,138,276
767,418,740,286,100,824,689,566,784,648;760,177,408,158,220,342,707,176,965,655
270,893,466,237,948,644,417,663,87,339;431,550,173,462,827,874,697,614,593,392
338,70,233,117,942,819,749,677,358,563;577,35,671,498,464,291,399,712,163,560
489,509,558,846,882,30,956,613,280,725;455,784,511,855,256,311,600,176,813,647
520,937,825,843,797,468,421,745,452,589;279,916,542,674,147,169,139,216,973,4
304,642,145,392,483,656,509,680,681,345;541,821,241,520,157,222,336,73,572,702
80,400,158,669,526,746,863,332,485,99;824,133,641,753,707,979,598,14,531,478
578,532,128,204,183,784,307,374,282,774;849,663,345,991,922,469,175,20,331,95
508,946,304,245,637,637,171,235,668,650;314,593,572,384,16,600,560,952,594,492
8,100,570,138,517,636,630,393,788,334;603,455,684,157,629,46,921,32,4,327
384,113,245,5,602,516,707,654,855,173;319,959,920,730,867,134,471,661,794,745
387,287,335,393,263,331,186,74,605,528;268,789,32,342,916,80,329,187,869,360
989,377,776,689,848,826,447,228,157,8;24,666,254,16,189,529,474,286,442,467
102,558,970,221,790,357,349,919,664,764;185,404,700,179,999,853,390,253,535,89
979,666,203,311,272,729,715,532,426,330;600,934,805,112,79,79,609,101,485,743
769,858,221,776,435,814,620,667,372,178;518,620,416,8,130,278,496,309,564,722
124,206,456,284,669,463,521,475,682,794;397,640,410,503,775,267,307,867,586,382
345,189,986,170,1000,513,513,408,118,683;232,289,180,124,79,556,781,374,130,559
760,120,820,153,183,590,671,548,949,202;39,294,263,363,446,880,296,717,652,412
216,364,852,672,978,176,26,614,322,749;388,749,206,843,794,455,613,42,955,277
295,482,94,147,550,839,68,866,807,63;922,978,108,479,881,29,664,366,195,108
769,273,159,218,1000,134,927,461,598,173;79,455,780,117,832,383,727,820,996,691
858,702,292,4,477,597,385,989,178,517;865,811,874,873,721,683,385,11,390,608
221,95,26,63,286,643,644,914,424,479;99,30,691,150,619,216,871,335,116,111
275,852,366,199,85,109,781,445,211,483;589,196,808,803,826,579,905,339,402,898
908,982,351,510,334,315,534,724,672,351;736,508,435,918,613,254,104,692,948,918
365,779,784,830,994,11,215,654,6,436;491,156,656,341,221,276,407,731,638,337
38,278,249,456,851,121,135,355,753,349;494,466,158,643,567,722,855,952,794,898
867,52,975,440,821,668,165,355,246,778;933,405,48,788,169,161,469,41,199,343
777,9,811,460,776,882,892,414,217,84;583,149,948,697,952,371,189,435,159,843
19,742,211,262,364,814,516,625,615,807;64,459,939,839,68,637,49,351,808,740
624,868,429,911,615,109,296,324,826,444;568,107,299,753,26,627,60,15,407,402
263,588,294,584,641,362,803,96,141,592;999,395,148,993,183,707,782,603,784,604
640,442,11,451,194,473,314,875,73,407;789,6,468,623,848,765,19,456,902,685
945,193,928,104,562,488,901,35,241,568;82,171,421,624,461,646,793,634,728,200
428,423,992,331,876,776,623,39,415,178;594,648,187,534,365,399,718,453,628,914
695,225,897,479,637,477,45,683,506,66;406,855,962,922,594,580,989,851,322,605
470,209,175,474,524,640,548,657,692,923;363,26,968,430,5,824,746,799,460,978
920,691,30,452,213,556,482,553,27,585;583,314,102,949,828,8,980,540,72,928
690,117,179,975,398,434,697,443,903,777;533,983,7,68,563,799,96,720,285,452
599,695,93,787,456,880,678,33,547,907;438,794,2,86,127,687,517,384,604,662
14,868,403,453,520,882,187,598,535,302;387,39,267,782,896,832,368,14,583,70
572,488,298,825,443,273,637,519,202,875;407,106,519,370,305,206,331,672,742,616
338,222,601,418,614,580,573,905,242,112;649,608,502,193,869,678,402,778,149,252
280,257,418,326,752,10,782,361,925,472;638,205,387,758,904,588,661,494,336,449
71,477,57,195,353,10,585,348,349,592;292,32,587,873,518,742,885,762,713,746
351,486,490,760,572,453,22,653,448,455;818,39,40,20,144,642,570,363,406,447
676,524,330,518,416,976,103,691,659,597;268,186,438,2,297,135,225,879,249,907
15,766,598,505,833,682,216,846,85,898;307,579,322,169,423,299,19,606,808,207
20,994,575,958,347,568,541,115,819,562;603,420,34,836,650,324,822,628,25,103
978,573,580,325,523,391,292,532,590,162;258,142,990,403,321,853,763,529,218,189
113,740,299,240,898,426,461,592,690,349;446,217,724,228,140,534,654,60,440,839
12,379,704,632,779,658,298,97,757,767;109,308,145,121,811,65,318,563,11,114
723,151,561,971,202,316,785,614,679,1000;565,374,119,985,792,804,728,113,806,484
787,879,362,283,608,486,112,606,674,759;247,152,365,402,962,623,155,169,838,354
207,305,769,21,84,322,423,129,21,812;810,323,457,800,692,226,708,165,665,710
986,107,524,383,297,807,158,518,119,838;927,431,210,167,413,769,755,60,422,704
285,337,150,142,75,851,517,715,738,930;767,926,110,943,990,133,802,572,593,476
628,694,679,538,577,122,824,207,345,248;744,570,457,71,703,589,738,201,635,80
447,138,224,566,417,788,200,828,327,879;168,888,249,179,247,252,530,301,909,641
545,689,420,162,189,871,776,630,295,815;956,281,409,98,723,937,193,821,268,262
939,975,871,890,352,293,336,757,300,57;581,154,50,885,244,901,750,336,749,246
105,516,128,374,329,954,9,697,205,321;133,336,902,676,352,638,530,792,242,204
287,484,681,306,641,692,438,591,117,974;730,72,528,219,956,321,437,681,518,566
399,722,498,576,307,194,51,347,106,529;784,779,153,964,933,976,942,971,477,835
996,527,992,229,616,160,131,552,469,388;145,817,302,780,56,299,694,897,423,693
177,154,443,122,811,595,31,532,154,536;626,661,833,560,749,589,675,458,392,503
93,928,26,606,372,764,685,800,524,353;302,991,870,520,790,104,940,700,688,789
1,620,561,49,898,460,612,31,151,584;933,120,1,451,380,45,148,189,344,443
172,762,226,45,299,843,990,534,192,912;75,77,799,289,166,462,441,945,308,425
451,702,274,542,50,164,717,824,438,667;203,818,734,406,651,539,425,534,176,228
828,95,466,55,546,768,180,607,621,325;188,32,488,595,607,21,300,220,718,280
535,921,391,560,287,599,919,257,135,297;242,51,477,150,418,263,753,14,770,885
119,781,515,737,197,587,690,337,395,993;622,354,5,731,253,141,707,47,812,774
809,555,175,713,992,167,884,844,776,965;703,911,179,986,838,892,648,386,219,189
708,226,68,471,383,457,590,979,195,158;623,23,669,504,66,574,66,775,801,540
78,680,464,235,243,788,874,228,637,286;862,451,911,266,890,443,952,377,412,821
913,992,73,50,675,601,452,661,777,549;761,364,969,222,746,98,832,541,948,292
386,44,974,235,167,210,181,992,111,908;925,73,933,509,86,525,914,538,108,875
61,369,924,906,212,924,258,805,215,585;474,803,340,360,419,213,316,46,288,209
468,700,862,829,823,166,767,623,926,363;130,709,925,878,292,675,756,289,219,138
775,26,381,79,449,299,591,359,757,84;399,852,966,791,208,614,389,664,655,37
523,691,218,293,999,66,404,330,319,885;724,231,927,907,50,724,99,56,310,956
24,967,60,500,4,142,397,69,105,905;765,531,408,187,654,851,792,983,450,856
456,766,949,284,618,462,301,663,42,794;134,483,953,337,354,151,75,105,353,799
430,930,337,365,632,58,958,272,366,493;66,228,674,148,879,515,669,484,400,421
828,930,497,957,201,403,344,432,389,758;864,920,790,840,201,775,502,516,432,441
256,811,407,285,585,852,145,843,624,784;839,782,628,410,840,390,994,942,251,961
867,799,126,249,972,940,984,723,864,49;619,273,584,585,772,645,823,757,268,675
111,296,748,898,942,725,689,137,254,401;339,459,424,725,924,755,889,728,81,595
134,544,200,375,414,841,473,640,499,595;197,132,674,584,795,6,962,206,336,569
345,370,104,404,402,954,1,52,573,476;85,544,531,133,733,956,63,728,319,646
400,572,430,690,733,989,991,500,591,877;608,506,767,428,593,441,593,768,150,810
61,510,888,406,281,287,358,548,64,988;576,38,404,379,707,458,999,226,742,717
843,355,865,758,416,183,774,10,639,76;16,156,921,105,691,898,647,360,94,48
248,893,144,6,755,131,517,581,377,381;386,808,856,166,623,30,825,699,277,634
745,575,141,474,716,15,263,557,175,900;822,374,468,855,208,396,587,986,932,603
249,449,196,110,15,368,22,21,409,857;942,774,991,85,994,607,445,628,272,913
629,798,399,345,882,688,966,496,138,905;514,116,614,399,639,452,280,869,416,520
803,984,506,853,536,423,818,55,17,995;284,755,592,101,697,71,30,319,736,70
198,698,165,463,603,696,499,808,338,948;568,893,262,605,525,634,166,103,667,523
447,134,859,500,844,202,982,674,205,415;704,725,691,269,193,21,21,287,116,684
225,761,768,158,376,226,954,448,81,157;997,714,142,41,199,450,65,325,181,296
32,21,653,950,93,201,353,132,893,254;717,161,316,331,612,572,598,205,113,5
716,723,344,301,109,570,321,309,294,652;813,966,738,630,233,812,614,975,847,275
482,916,915,423,686,135,683,590,544,229;733,317,598,913,34,678,795,552,987,774
188,151,211,411,201,249,780,820,74,899;990,873,766,786,749,818,908,906,735,63
793,195,137,947,304,105,92,59,184,122;51,973,763,178,125,949,850,478,129,769
338,168,621,635,47,468,976,161,528,735;172,884,793,966,272,971,499,195,306,593
540,530,186,120,984,402,827,957,496,269;248,288,416,509,170,601,683,748,489,130
527,294,648,754,825,252,711,822,523,647;651,99,936,961,23,18,803,821,929,882
715,587,282,471,414,875,268,796,69,958;567,106,136,402,208,387,772,367,311,642
467,321,549,29,993,527,854,451,631,246;671,871,802,496,890,664,644,896,523,896
677,653,807,310,919,246,372,652,191,668;577,545,399,883,565,12,92,201,922,673
994,913,647,320,822,811,365,79,875,919;459,334,645,464,116,45,822,266,860,794
77,449,549,803,288,973,974,835,966,335;377,239,585,386,125,422,780,171,718,561
964,164,365,754,147,371,178,698,465,654;307,933,164,961,716,187,884,362,98,47
867,563,520,978,850,523,979,456,161,435;62,417,875,588,959,188,450,522,263,593
665,357,856,500,510,521,628,131,16,652;131,908,428,935,392,84,826,164,970,158
835,353,350,64,249,431,849,41,139,180;495,888,60,142,263,237,17,397,887,153
76,2,462,161,956,181,763,368,349,517;159,456,723,964,193,985,334,616,148,819
23,957,86,779,527,973,124,423,158,8;301,910,189,56,898,266,93,45,845,495
636,956,657,554,354,345,643,290,633,695;730,975,565,147,58,89,504,296,558,478
846,39,300,905,740,124,770,107,641,624;483,807,154,258,884,517,795,126,648,400
94,858,698,591,241,176,473,705,854,806;109,743,255,117,141,206,849,201,731,572
609,809,522,488,746,265,530,822,791,177;792,763,492,463,767,407,148,193,312,844
245,128,133,120,866,359,963,151,316,639;131,181,114,269,1,715,438,744,605,828
